Summons Number,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
9054478512,NY,PAS,5/28/23,14,4DSD,HONDA,T,20240224,49,49,49,363104,T201,G,0615A,,BX,F,0,408,C,,YYYYYYY,,,BK,,2004,,0,,,
4793828620,NY,PAS,8/19/22,36,SUBN,CHEVR,V,0,,0,0,0,,,1009A,,QN,,0,1180,B,T,,,,BL,,2022,,0,,,
9017676541,DP,PAS,6/26/23,38,SUBN,HONDA,T,20238888,107,107,107,376949,T402,T,1251P,,Q,F,0,408,H1,, YYYYYY,0830A,0700P,RED,,0,418077,0,,,
5124057038,PA,PAS,10/23/22,7,SDN,HONDA,V,0,,0,0,0,,,0649P,,BX,,0,1111,D,T,,,,,,2012,,0,,,
4791714787,NY,PAS,8/6/22,36,4DSD,HONDA,V,0,,0,0,0,,,0125P,,QN,,0,1180,B,T,,,,BL,,2020,,0,,,
8570830312,NY,PAS,7/13/22,21,SUBN,VOLKS,T,20240602,76,76,76,362176,T302,E,0941A,,K,F,0,408,D1,,   Y,0930A,1100A,BK,,2014,,0,,,
8958772610,NY,OMS,8/5/22,21,4DSD,TOYOT,T,20230930,43,43,43,373766,T201,I,1142A,,BX,O,0,408,D1,,  Y  Y,1130A,0100P,WH,,2022,,0,,,
8960546161,NY,PAS,8/20/23,74,SUBN,FORD,T,20240222,40,40,40,361794,T201,G,0125P,,BX,O,0,408,J2,,YYYYYYY,,,GR,,0,,0,,,
4797394511,NY,PAS,8/29/22,36,SUBN,NISSA,V,0,,0,0,0,,,0452A,,QN,,0,1180,B,T,,,,WH,,2022,,0,,,
2008940639,PA,PAS,11/4/22,21,SUBN,JEEP,S,0,67,67,0,556771,KN17,,1138A,0,Kings,O,0,408,d1,, Y  Y,1130A,0100P,BK,,0,,0,,,
9065686654,NY,PAS,8/15/23,27,SUBN,KIA,T,20241030,45,45,45,374609,T201,R,0352P,,BX,I,0,408,D3,,YYYYYYY,,,GY,,2021,,0,,,
9070327582,IN,PAS,8/15/23,74,DELV,FRUEH,T,88888888,9,9,9,367947,T102,J,0319P,,NY,F,0,408,J2,,YYYYYYY,,,WHITE,,0,,0,,,
4808411398,FL,PAS,10/25/22,36,4D,TOYOT,V,0,,0,0,0,,,0601P,,QN,,0,1180,B,T,,,,GRN,,0,,0,,,
4839084804,NY,PAS,5/3/23,36,SUBN,SUBAR,V,0,,0,0,0,,,1244A,,QN,,0,1180,B,T,,,,BK,,2008,,0,,,
4797987911,NY,PAS,9/2/22,36,SUBN,NISSA,V,0,,0,0,0,,,0501P,,BX,,0,1180,B,T,,,,GY,,2007,,0,,,
4030869476,NJ,PAS,6/21/23,5,UT,BMW,V,0,,0,0,0,,,0745A,,QN,,0,1111,C,T,,,,,,2019,,0,,,
5124292520,NJ,PAS,11/7/22,7,SD,CHEVR,V,0,,0,0,0,,,0907P,,BK,,0,1111,D,T,,,,,,2016,,0,,,
4831119611,MD,PAS,3/8/23,36,UT,DODGE,V,0,,0,0,0,,,1158A,,QN,,0,1180,B,T,,,,,,2021,,0,,,
9053334336,NY,PAS,5/13/23,14,4DSD,TOYOT,T,20230506,94,94,94,355161,T301,N,0431P,,K,F,0,408,C,,YYYYYYY,,,GY,,2020,,0,,,
4849421490,NY,PAS,7/3/23,36,4DSD,BMW,V,0,,0,0,0,,,0125P,,QN,,0,1180,B,T,,,,WH,,2015,,0,,,
8785149895,NY,PAS,8/29/22,74,SUBN,ACURA,T,20240428,109,109,109,362244,T401,YP,0325P,,Q,F,0,408,J2,,YYYYYYY,,,BK,,2004,,0,,,
4828644726,NY,PAS,2/25/23,36,4DSD,BMW,V,0,,0,0,0,,,1148P,,BK,,0,1180,B,T,,,,WH,,2012,,0,,,
1491338090,NY,PAS,7/30/23,98,SUBN,NISSA,P,20241127,83,83,83,962376,83,0,0200P,,K,F,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,
4817583368,NY,PAS,12/12/22,36,SUBN,JEEP,V,0,,0,0,0,,,1143P,,QN,,0,1180,B,T,,,,GY,,2018,,0,,,
9031381895,NY,OMT,2/14/23,16,SUBN,INFIN,T,20231231,7,7,7,373790,T105,I,0103P,,NY,I,0,408,K2,, YYYYYY,0700A,0700P,BK,,2018,,0,,,
4848364206,NY,PAS,6/28/23,36,SUBN,HYUND,V,0,,0,0,0,,,0737P,,QN,,0,1180,B,T,,,,WH,,2016,,0,,,
4822147745,GA,PAS,1/10/23,36,4S,Nissa,V,0,,0,0,0,,,0917A,,QN,,0,1180,B,T,,,,SILVE,,2019,,0,,,
4794607325,NY,PAS,8/22/22,36,4DSD,ME/BE,V,0,,0,0,0,,,1146A,,QN,,0,1180,B,T,,,,GY,,2015,,0,,,
9007517582,NY,PAS,9/8/22,46,4DSD,HONDA,T,20230430,44,44,44,361794,T201,O,1033A,,BX,F,0,408,F1,,YYYYYYY,,,GY,,2021,,0,,,
4827244005,NJ,PAS,2/15/23,36,UT,NISSA,V,0,,0,0,0,,,1011A,,QN,,0,1180,B,T,,,,,,2021,,0,,,
4791064124,NJ,PAS,8/4/22,36,CG,DODGE,V,0,,0,0,0,,,1035A,,QN,,0,1180,B,T,,,,,,2007,,0,,,
4819474996,NY,PAS,12/26/22,36,SUBN,ME/BE,V,0,,0,0,0,,,0308P,,QN,,0,1180,B,T,,,,GY,,2020,,0,,,
4808899619,NY,PAS,10/26/22,36,4DSD,ME/BE,V,0,,0,0,0,,,1139P,,QN,,0,1180,B,T,,,,GY,,2022,,0,,,
1485820832,QB,PAS,7/25/23,68,,CHEVR,U,0,100,100,835,82,835,0,1240P,,Q,F,0,408,A1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,
4856416108,NY,PAS,8/8/23,36,4DSD,LEXUS,V,0,,0,0,0,,,0652A,,BK,,0,1180,B,T,,,,GY,,2015,,0,,,
8570291814,NY,COM,7/19/22,50,VAN,WORKH,T,88888888,1,1,1,363573,T105,E,1051A,,NY,I,0,408,E5,,YYYYYYY,,,BROWN,,2007,,0,,,
9003045720,NY,PAS,8/6/22,31,SUBN,BMW,T,20231031,19,19,19,366557,T103,C,1001A,,NY,F,0,408,L3,, YYYYYY,0800A,1200A,GR,,2022,,0,,,
8934894180,NJ,PAS,9/29/22,10,DELV,INTER,T,88888888,10,10,10,368639,MTTF,G,1021A,,NY,I,0,408,B,,YYYYYYY,,,YELLO,,0,,0,,,
9029327194,NY,PAS,1/27/23,21,4DSD,NISSA,T,20240325,13,13,13,371749,T102,N,1204P,,NY,O,0,408,D1,,  Y  Y,1130A,0100P,RD,,2021,,0,,,
9004460718,PA,PAS,8/19/22,38,4DSD,HONDA,T,20228888,23,23,23,368530,T103,R,1221P,,NY,O,0,408,H1,, YYYYYY,0900A,0700P,SILVE,,0,110769,0,,,
4834399072,VA,PAS,4/4/23,36,4W,GMC,V,0,,0,0,0,,,0955A,,BX,,0,1180,B,T,,,,BLK,,2013,,0,,,
4796067220,NY,PAS,8/23/22,36,SUBN,HONDA,V,0,,0,0,0,,,0715A,,BK,,0,1180,B,T,,,,BK,,2022,,0,,,
9061903427,NY,COM,7/25/23,47,DELV,FORD,T,20240131,13,13,13,376127,T102,D,1015A,,NY,O,0,408,L2,, YYYYYY,0700A,0700P,WHITE,,2015,,0,,,
4799296541,NY,PAS,9/10/22,36,4DSD,TOYOT,V,0,,0,0,0,,,1035A,,QN,,0,1180,B,T,,,,WH,,2018,,0,,,
9069527431,MA,PAS,8/4/23,21,SUBN,FORD,T,20240588,90,90,90,359609,T301,P,1210P,,K,O,0,408,D1,,     Y,1130A,0100P,SILVE,,0,,0,,,
4802583527,NY,OMT,9/24/22,36,SUBN,CHEVR,V,0,,0,0,0,,,0345A,,BK,,0,1180,B,T,,,,GY,,2016,,0,,,
4854797046,NY,PAS,7/30/23,36,SUBN,HONDA,V,0,,0,0,0,,,0835P,,QN,,0,1180,B,T,,,,RD,,2020,,0,,,
4847947939,NY,PAS,6/23/23,36,SUBN,BMW,V,0,,0,0,0,,,0411P,,QN,,0,1180,B,T,,,,WH,,2021,,0,,,
4832762990,NY,PAS,3/25/23,36,SUBN,BMW,V,0,,0,0,0,,,0317P,,QN,,0,1180,B,T,,,,WH,,2021,,0,,,
9027434876,OH,PAS,1/4/23,40,SUBN,ME/BE,T,20270788,76,76,76,362237,T302,N,0758A,,K,O,0,408,E2,,YYYYYYY,,,BLACK,,0,,5,,,
4809076611,NY,PAS,10/26/22,36,4DSD,KIA,V,0,,0,0,0,,,0618P,,BK,,0,1180,B,T,,,,GY,,2022,,0,,,
8899946772,NY,PAS,10/28/22,31,SUBN,VOLKS,T,20231231,6,6,6,373749,T102,R,0312P,,NY,F,0,408,L3,, YYYYY,0700A,0600P,RD,,2010,,0,,,
4830809760,NY,PAS,3/11/23,36,4DSD,INFIN,V,0,,0,0,0,,,0345A,,QN,,0,1180,B,T,,,,BK,,2015,,0,,,
9024796386,NY,PAS,12/19/22,70,SUBN,INFIN,T,20221210,63,63,63,362538,T302,M,0620A,,K,F,0,408,J3,,YYYYYYY,,,BK,,2021,,0,,,
9064896367,NY,PAS,7/7/23,21,SUBN,HYUND,T,20250425,83,83,83,345162,T301,D,0915A,,K,F,0,408,D1,,  Y  Y,0900A,1030A,BR,,2011,,0,,,
9050430314,NY,PAS,4/27/23,19,SUBN,JEEP,T,20230917,69,69,69,370299,T302,Y,0204P,,K,I,0,408,C3,,YYYYYYY,,,WH,,2013,,0,,,
9013267932,NY,PAS,10/26/22,70,SUBN,DODGE,T,20221002,48,48,48,373174,T201,I,1213P,,BX,F,0,408,J3,,YYYYYYY,,,BK,,2020,,0,,,
4847870037,NY,PAS,6/25/23,36,4DSD,HONDA,V,0,,0,0,0,,,1206P,,BK,,0,1180,B,T,,,,BK,,2010,,0,,,
9066187852,NY,PAS,7/25/23,16,SUBN,CHEVR,T,20240710,40,40,40,366575,T201,Q,0453P,,BX,O,0,408,K2,, YYYYYY,0700A,0700P,BL,,2016,,0,,,
5127560872,NY,PAS,5/21/23,7,SUBN,ME/BE,V,0,,0,0,0,,,0524A,,QN,,0,1111,D,T,,,,BK,,2016,,0,,,
8799696095,OK,PAS,7/7/22,38,VAN,FORD,T,20228888,103,103,103,358609,T402,S,1030A,,Q,O,0,408,H1,, YYYYYY,0830A,0700P,WHITE,,0,439498,0,,,
4809500792,NY,PAS,11/1/22,36,SUBN,BMW,V,0,,0,0,0,,,0730P,,MN,,0,1180,B,T,,,,BL,,2018,,0,,,
9074500043,NY,COM,8/18/23,37,PICK,FORD,T,20230630,5,5,5,376164,T105,I,0215P,0158P,NY,F,0,408,H1,, YYYYYY,0900A,0700P,WH,,2019,103000,0,,,
4799538846,NY,OMS,9/12/22,36,4DSD,TESLA,V,0,,0,0,0,,,0431A,,BX,,0,1180,B,T,,,,BL,,2022,,0,,,
4027369221,NY,PAS,11/14/22,5,4DSD,HYUND,V,0,,0,0,0,,,1106A,,MN,,0,1111,C,T,,,,WH,,2017,,0,,,
4786845310,NY,PAS,7/13/22,36,4DSD,BMW,V,0,,0,0,0,,,0322P,,QN,,0,1180,B,T,,,,GY,,2012,,0,,,
4846562256,NY,OMS,6/17/23,36,SUBN,KIA,V,0,,0,0,0,,,0858A,,MN,,0,1180,B,T,,,,GY,,2020,,0,,,
1488416333,NJ,PAS,6/13/23,98,,NISSA,P,20230920,73,73,73,962368,73,0,0536P,,,F,0,408,F2,,BBBBBBB,ALL,ALL,GRY,0,2013,-,0,,,
4827591337,NY,PAS,2/18/23,36,4DSD,HONDA,V,0,,0,0,0,,,1043A,,QN,,0,1180,B,T,,,,BK,,2019,,0,,,
9000483360,NY,999,7/18/22,46,SUBN,BMW,T,88888888,71,71,71,352956,T302,L,0612A,,K,O,0,408,F1,,YYYYYYY,,,GREEN,,0,,0,,,
9021554940,NY,PAS,1/24/23,16,4DSD,NISSA,T,20230316,112,112,112,367964,T402,S,0122P,,Q,F,0,408,K2,, YYYYY,0800A,0700P,GREY,,2011,,0,,,
8897291030,NJ,PAS,7/12/22,21,4DSD,TESLA,T,88888888,6,6,6,373122,T102,H,0930A,,NY,F,0,408,D1,,  Y  Y,0900A,1030A,RED,,0,,0,,,
9026970717,CT,PAS,1/26/23,14,4DSD,HONDA,T,20238888,107,107,107,367946,T402,Y,0329P,,Q,I,0,408,C,,SCHOOL,0700A,0400P,GREY,,0,,0,,,
4809858900,NY,PAS,11/3/22,36,SUBN,HONDA,V,0,,0,0,0,,,1152A,,BX,,0,1180,B,T,,,,BK,,2016,,0,,,
4802234260,NY,PAS,9/25/22,36,4DSD,MAZDA,V,0,,0,0,0,,,0739A,,BK,,0,1180,B,T,,,,GY,,2010,,0,,,
4797425866,NJ,PAS,9/1/22,36,HB,TESLA,V,0,,0,0,0,,,0404P,,QN,,0,1180,B,T,,,,,,2018,,0,,,
9013763649,NY,COM,10/25/22,20,DELV,HIN,T,20230630,6,6,6,366561,T102,L,1226P,,NY,F,0,408,D,, YYYYY,0800A,0600P,WH,,2015,,0,,,
4817445725,NY,PAS,12/16/22,36,4DSD,LEXUS,V,0,,0,0,0,,,1052A,,BX,,0,1180,B,T,,,,GY,,2012,,0,,,
4029096426,FL,PAS,3/6/23,5,UT,CHEVR,V,0,,0,0,0,,,0735A,,BX,,0,1111,C,T,,,,GRY,,2020,,0,,,
8874977463,NY,PAS,9/7/22,21,SUBN,HONDA,T,20230110,70,70,70,362524,T802,A,0242A,,K,I,0,408,D1,, Y Y Y,1200A,0300A,GY,,2021,,0,,,
9042702941,NY,PAS,3/25/23,38,4DSD,BMW,T,20240110,108,108,108,357323,T401,V,0921A,,Q,I,0,408,H1,, YYYYYY,0900A,0700P,GY,,2022,422806,0,,,
9052006416,NY,PAS,4/27/23,21,SUBN,CADIL,T,20230707,83,83,83,370777,T301,R,1009A,,K,F,0,408,D1,, Y  Y,0900A,1030A,WH,,2021,,0,,,
9004667039,AZ,PAS,8/17/22,38,VAN,GMC,T,20228888,34,34,34,371207,T103,Q,0112P,,NY,O,0,408,H1,, YYYYY,0100P,0700P,WHITE,,0,111906,0,,,
9038764637,NY,PAS,4/1/23,71,SUBN,DODGE,T,20240309,102,102,102,373276,T402,E,1136A,,Q,I,0,408,J6,,YYYYYYY,,,GY,,2019,,0,,,
9072326581,NY,PAS,8/14/23,21,SUBN,VOLVO,T,20250209,107,107,107,346007,T402,A,1148A,,Q,I,0,408,D1,, Y,1030A,1200A,BLACK,,2023,,0,,,
9010961904,NY,PAS,10/11/22,71,SUBN,FORD,T,88888888,101,101,101,366506,T402,R,0237P,,Q,O,0,408,J6,,YYYYYYY,,,SILVE,,0,,0,,,
4837375984,TN,PAS,4/18/23,36,,TESLA,V,0,,0,0,0,,,1251P,,BK,,0,1180,B,T,,,,,,2023,,0,,,
9013186403,NY,PAS,10/20/22,74,4DSD,TESLA,T,20231228,10,10,10,370278,T102,L,0423P,,NY,F,0,408,J2,,YYYYYYY,,,GREY,,2020,,0,,,
4807428056,NY,PAS,10/21/22,36,4DSD,TOYOT,V,0,,0,0,0,,,0815A,,BK,,0,1180,B,T,,,,BK,,2020,,0,,,
4793175703,TX,PAS,8/12/22,36,4D,CADIL,V,0,,0,0,0,,,1146A,,MN,,0,1180,B,T,,,,,,2014,,0,,,
9009577600,NY,COM,11/7/22,46,VAN,FRUEH,T,88888888,18,18,18,350310,T106,A,0807A,,NY,I,0,408,F1,,YYYYYYY,,,WHITE,,1999,,0,,,
8849694623,NY,PAS,8/2/22,38,SUBN,FORD,T,20220914,109,109,109,374622,T401,S,1024A,,Q,F,0,408,H1,, YYYYYY,0800A,0700P,RD,,2007,453779,0,,,
4793392430,NJ,PAS,8/12/22,36,SD,TESLA,V,0,,0,0,0,,,1145P,,MN,,0,1180,B,T,,,,,,2021,,0,,,
4794026389,NY,OMT,8/20/22,36,SUBN,NISSA,V,0,,0,0,0,,,1227A,,QN,,0,1180,B,T,,,,GY,,2013,,0,,,
8997570195,NY,PAS,8/7/23,16,SUBN,NISSA,T,20250707,5,5,5,353422,T730,D,0746A,,NY,F,0,408,K2,, YYYYY,0700A,0700P,GY,,2019,,0,,,
9028062464,NJ,PAS,1/5/23,21,SUBN,FORD,T,88888888,115,115,115,357738,T401,L,0839A,,Q,F,0,408,D1,,    Y,0830A,1000A,WHITE,,0,,0,,,
4854897740,NY,PAS,7/28/23,36,SUBN,HONDA,V,0,,0,0,0,,,0225P,,QN,,0,1180,B,T,,,,GY,,2008,,0,,,
4794850578,NY,PAS,8/23/22,36,SUBN,CADIL,V,0,,0,0,0,,,0405P,,QN,,0,1180,B,T,,,,BK,,2022,,0,,,
4821018275,TX,PAS,1/2/23,36,4D,KIA,V,0,,0,0,0,,,0105P,,QN,,0,1180,B,T,,,,,,2021,,0,,,
9052647197,NY,PAS,5/15/23,14,SUBN,DODGE,T,20230505,19,19,19,373198,T103,H,1159A,,NY,O,0,408,C,, YYYYYY,0800A,0600P,BK,,2018,,0,,,
5126316461,NY,PAS,3/15/23,7,4DSD,NISSA,V,0,,0,0,0,,,0408P,,QN,,0,1111,D,T,,,,GY,,2015,,0,,,
8981522157,NY,PAS,1/24/23,38,SUBN,HYUND,T,20240907,78,78,78,374578,T302,E,0317P,,K,O,0,408,H1,, YYYYYY,0830A,0700P,WH,,2020,311907,0,,,
9013329202,NY,PAS,11/1/22,17,4DSD,BMW,T,20240707,88,88,88,374630,T301,O,1253P,,K,F,0,408,C4,,SCHOOL,0700A,0400P,BL,,2013,,0,,,
4820228365,NY,PAS,12/31/22,36,SUBN,FORD,V,0,,0,0,0,,,0434A,,QN,,0,1180,B,T,,,,GY,,2014,,0,,,
5122030418,NY,PAS,7/10/22,7,SUBN,DODGE,V,0,,0,0,0,,,1239P,,QN,,0,1111,D,T,,,,BK,,2021,,0,,,
4827851542,NY,PAS,2/19/23,36,4DSD,HONDA,V,0,,0,0,0,,,0230P,,ST,,0,1180,B,T,,,,BK,,2013,,0,,,
5122172298,NY,COM,7/17/22,7,VAN,FORD,V,0,,0,0,0,,,0433P,,BX,,0,1111,D,T,,,,GY,,2004,,0,,,
1489859494,NY,PAS,12/21/22,40,SDN,LEXUS,P,20241115,109,109,109,971436,109,0,0259A,,Q,F,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,2019,-,1,,,
4857760307,NJ,PAS,8/13/23,36,UT,NISSA,V,0,,0,0,0,,,0527P,,QN,,0,1180,B,T,,,,,,2022,,0,,,
9004260262,NY,PAS,8/12/22,31,SUBN,BMW,T,20230611,14,14,14,367875,T102,F,0817A,,NY,F,0,408,L3,, YYYYY,0800A,0700P,BK,,2019,,0,,,
9043643269,NY,PAS,4/14/23,38,SUBN,KIA,T,20240621,72,72,72,358908,T302,D,0137P,,K,F,0,408,H1,, YYYYYY,0830A,0700P,GY,,2011,311083,0,,,
8815681097,OH,PAS,8/29/22,74,4DSD,LEXUS,T,20221088,13,13,13,370740,T102,O,0838P,,NY,O,0,408,J2,,YYYYYYY,,,WHITE,,0,,0,,,
9042544120,FL,PAS,4/3/23,21,SUBN,TOYOT,T,20231288,24,24,24,373149,T103,CC,0845A,,NY,F,0,408,D1,, Y  Y,0830A,1000A,BLACK,,0,,0,,,
8885977406,NY,PAS,11/14/22,21,SUBN,AUDI,T,20230803,20,20,20,358929,T103,J,1116A,,NY,F,0,408,D1,, Y  Y,1100A,1230A,GY,,2020,,0,,,
4830788331,NY,PAS,3/10/23,36,SUBN,NISSA,V,0,,0,0,0,,,0106P,,BK,,0,1180,B,T,,,,GY,,2009,,0,,,
9041011122,NJ,PAS,4/24/23,21,SUBN,CHEVR,T,88888888,46,46,46,366575,T201,Q,1222P,,BX,F,0,408,D1,, Y  Y,1130A,0100P,BLACK,,0,,0,,,
9011950215,NY,PAS,10/10/22,38,SUBN,HONDA,T,20240425,44,44,44,366575,T201,Q,0501P,,BX,O,0,408,H1,, YYYYYY,0900A,0700P,LTB,,2019,223535,0,,,
9016632396,NY,OMT,11/15/22,31,SUBN,TOYOT,T,20230131,115,115,115,357347,T401,G,0445P,,Q,F,0,408,L3,, YYYYYY,0800A,0700P,GY,,2022,,0,,,
8905640643,NY,PAS,9/24/22,14,4DSD,AUDI,T,20230411,50,50,50,357753,T201,G,0648A,,BX,F,0,408,C,,YYYYYYY,,,BK,,2017,,0,,,
4800964210,NH,PAS,9/14/22,36,4DSE,TOYOT,V,0,,0,0,0,,,1248P,,QN,,0,1180,B,T,,,,RED,,2021,,0,,,
2011398230,NY,PAS,4/11/23,21,SUBN,JEEP,S,20241226,52,52,0,0,BX08,,0953A,0,Bronx,F,0,408,d1,, Y  Y,0930A,1100A,WH,,2021,,0,,,
9049708729,NY,PAS,5/28/23,71,4DSD,TESLA,T,20230408,88,88,88,376223,T301,Q,1251P,,K,F,0,408,J6,,YYYYYYY,,,GY,,2021,,0,,,
4809010077,NY,PAS,10/30/22,36,SUBN,MAZDA,V,0,,0,0,0,,,1032A,,BK,,0,1180,B,T,,,,WH,,2018,,0,,,
9028039788,NY,PAS,2/3/23,19,2DSD,ME/BE,T,20241225,102,102,102,359568,T803,AA,1153P,,Q,F,0,408,C3,,YYYYYYY,,,BK,,2018,,0,,,
4809429581,NY,PAS,10/31/22,36,SUBN,TOYOT,V,0,,0,0,0,,,0248P,,BK,,0,1180,B,T,,,,BL,,2018,,0,,,
5126237846,NY,PAS,3/10/23,7,SUBN,NISSA,V,0,,0,0,0,,,0737P,,BK,,0,1111,D,T,,,,RD,,2021,,0,,,
4851592310,NY,PAS,7/13/23,36,SUBN,VOLKS,V,0,,0,0,0,,,1228P,,ST,,0,1180,B,T,,,,GY,,2022,,0,,,
4811166802,NJ,PAS,11/10/22,36,UT,MAZDA,V,0,,0,0,0,,,0115A,,BK,,0,1180,B,T,,,,,,2019,,0,,,
4853963686,FL,PAS,7/23/23,36,UT,GMC,V,0,,0,0,0,,,0411P,,BK,,0,1180,B,T,,,,WHI,,2023,,0,,,
9075797540,CT,PAS,8/28/23,21,4DSD,HONDA,T,88888888,19,19,19,343920,T103,BB,0933A,,NY,O,0,408,D1,, Y  Y,0900A,1030A,GREY,,0,,0,,,
4852448553,NY,PAS,7/17/23,36,SUBN,AUDI,V,0,,0,0,0,,,0758P,,QN,,0,1180,B,T,,,,BL,,2018,,0,,,
5127334756,NY,PAS,5/7/23,7,4DSD,ME/BE,V,0,,0,0,0,,,0244P,,BK,,0,1111,D,T,,,,GY,,2023,,0,,,
9014836831,NY,PAS,10/28/22,21,SUBN,NISSA,T,20230710,79,79,79,363981,T301,G,0925A,,K,F,0,408,D1,,  Y  Y,0830A,1000A,BK,,2019,,0,,,
8892620216,CT,PAS,2/10/23,40,SUBN,DODGE,T,20238888,104,104,104,365873,T402,Y,0630A,,Q,F,0,408,E2,,YYYYYYY,,,WHITE,,0,,0,,,
9008768460,NY,PAS,10/28/22,70,SUBN,ME/BE,T,20220927,72,72,72,368521,T302,Y,1238P,,K,O,0,408,J3,,YYYYYYY,,,GY,,2002,,0,,,
4031011337,NY,PAS,7/1/23,5,SUBN,FORD,V,0,,0,0,0,,,0932A,,MN,,0,1111,C,T,,,,GY,,2013,,0,,,
9004753450,NY,PAS,9/1/22,71,SUBN,HYUND,T,20230926,121,121,121,355668,T303,M,0936A,,R,F,0,408,J6,,YYYYYYY,,,TN,,2008,,0,,,
8857177920,NJ,PAS,6/30/22,14,DELV,RAM,T,88888888,122,122,122,359587,T303,A,1120A,,R,F,0,408,C,,YYYYYYY,,,YELLO,,0,,0,,,
9018478593,NY,PAS,11/18/22,19,SEDN,HYUND,T,20240413,9,9,9,368470,T105,N,0906P,,NY,I,0,408,C3,,YYYYYYY,,,BK,,2021,,0,,,
4025210540,NY,PAS,7/14/22,5,SUBN,MAZDA,V,0,,0,0,0,,,0648P,,MN,,0,1111,C,T,,,,GY,,2021,,0,,,
4828762012,PA,PAS,2/26/23,36,SDN,HONDA,V,0,,0,0,0,,,0521A,,BK,,0,1180,B,T,,,,,,2011,,0,,,
9067912578,NJ,PAS,7/22/23,40,SUBN,BMW,T,88888888,48,48,48,352093,T201,O,0659A,,BX,I,0,408,E2,,YYYYYYY,,,BLACK,,0,,0,,,
9014425612,NY,PAS,11/1/22,62,4DSD,LEXUS,T,20231211,48,48,48,353426,T201,L,1218P,,BX,F,0,408,D4,,YYYYYYY,,,WH,,2019,,0,,,
8743296257,NY,PAS,9/8/22,21,4DSD,NISSA,T,20230818,110,110,110,365879,T401,D,0836A,,Q,F,0,408,D1,,    Y,0830A,1000A,GY,,2010,,0,,,
4824030262,PA,PAS,1/24/23,36,SW,FORD,V,0,,0,0,0,,,0447A,,QN,,0,1180,B,T,,,,,,2008,,0,,,
5601912257,NY,PAS,2/20/23,12,SUBN,PORSC,V,0,,0,0,0,,,0414P,,QN,,0,1111,C,T,,,,BK,,2014,,0,,,
4801254457,NY,PAS,9/20/22,36,4DSD,PORSC,V,0,,0,0,0,,,0500A,,QN,,0,1180,B,T,,,,BR,,2012,,0,,,
9031770565,FL,PAS,2/7/23,38,SUBN,HONDA,T,20231188,120,120,120,363484,T303,A,0915A,,R,O,0,408,H1,, YYYYYY,0800A,0700P,BLUE,,0,507556,0,,,
4827908862,NY,PAS,2/19/23,36,SUBN,AUDI,V,0,,0,0,0,,,1118P,,BX,,0,1180,B,T,,,,WH,,2018,,0,,,
4829715662,FL,PAS,3/4/23,36,4D,INFIN,V,0,,0,0,0,,,0741A,,BK,,0,1180,B,T,,,,BLK,,2016,,0,,,
4820936839,NY,PAS,1/4/23,36,4DSD,BMW,V,0,,0,0,0,,,1109A,,MN,,0,1180,B,T,,,,WH,,2019,,0,,,
4801476958,NY,OMT,9/21/22,36,SUBN,TOYOT,V,0,,0,0,0,,,0701A,,MN,,0,1180,B,T,,,,BK,,2021,,0,,,
9072663421,NY,SRF,8/22/23,20,4DSD,INFIN,T,20240629,84,84,84,358630,T301,A,1107A,,K,F,0,408,D,,  Y,0800A,0600P,GY,,2021,,0,,,
4028123197,NY,PAS,1/4/23,5,4DSD,TOYOT,V,0,,0,0,0,,,0828A,,BK,,0,1111,C,T,,,,BK,,2017,,0,,,
8980719590,NY,SRF,9/16/22,38,SUBN,BMW,T,20230907,61,61,61,374659,T302,D,1237P,,K,I,0,408,H1,, YYYYYY,0900A,0700P,BK,,2021,313754,0,,,
9021526062,NY,PAS,12/1/22,21,4DSD,HONDA,T,20220214,90,90,90,362209,T301,G,0830A,,K,F,0,408,D1,, Y  Y,0800A,0930A,BK,,2017,,0,,,
8897563764,NY,COM,6/30/22,69,VAN,FORD,T,88888888,13,13,13,371209,T102,K,1132A,,NY,O,0,408,H1,, YYYYY,0800A,0600P,BROWN,,2020,105482,0,,,
9047225831,CT,PAS,4/9/23,14,4DSD,SUBAR,T,88888888,24,24,24,362570,T103,M,0332P,,NY,I,0,408,C,,YYYYYYY,,,OTHER,,0,,0,,,
4856807808,NY,PAS,8/9/23,36,SUBN,KIA,V,0,,0,0,0,,,0952A,,QN,,0,1180,B,T,,,,GY,,2021,,0,,,
9022723379,NY,PAS,12/15/22,14,4DSD,HONDA,T,20240105,6,6,6,367909,T800,B2,1012P,,NY,O,0,408,C,,YYYYYYY,0600P,0600A,GY,,2011,,0,,,
4833409392,NY,PAS,3/26/23,36,SUBN,JEEP,V,0,,0,0,0,,,0559P,,BK,,0,1180,B,T,,,,BK,,2019,,0,,,
